"neighbourhood_group","date","m2_price","inflation","HICP","population_density","listings_count","minimum_nights","nigth_price","availability_365","listing_reviews","number_of_reviews","reviews_per_month","hosts_count","Private_room","Entire_home","Hotel_room","Shared_room"
"Puente de Vallecas",2021-02-01,11.8,-0.6,-0.1,838,31,4.09677419354839,86.3,233.290322580645,44,114.064516129032,1.63290322580645,14,10,20,0,1
"Puente de Vallecas",2021-03-01,11.8,1,1.2,838,35,3.65714285714286,100.314285714286,248.342857142857,54,107.828571428571,1.65571428571429,19,12,23,0,0
"Puente de Vallecas",2021-04-01,11.7,1.2,2,838,32,5.5625,76.0333333333333,225.21875,46,117.84375,1.7565625,23,8,23,0,1
"Puente de Vallecas",2021-05-01,11.6,0.5,2.4,838,45,4.48888888888889,87.3181818181818,228.488888888889,91,113.333333333333,1.59644444444444,23,16,29,0,0
"Puente de Vallecas",2021-06-01,11.6,0.5,2.5,838,47,5.51063829787234,97.7391304347826,213.510638297872,84,111.851063829787,1.65148936170213,29,11,36,0,0
"Puente de Vallecas",2021-07-01,11.7,-0.8,2.9,838,62,8.09677419354839,89.6842105263158,222.596774193548,129,110.951612903226,1.65338709677419,38,20,42,0,0
"Puente de Vallecas",2021-08-01,11.7,0.5,3.3,838,67,5.61194029850746,82.6129032258064,199.074626865672,132,118.671641791045,1.83208955223881,44,25,42,0,0
"Puente de Vallecas",2021-09-01,11.8,0.8,4,838,76,4.57894736842105,93.9264705882353,204.565789473684,183,118.710526315789,1.73986842105263,49,33,43,0,0
"Puente de Vallecas",2021-10-01,12.1,1.8,5.4,838,85,6.42352941176471,89.527027027027,198.764705882353,224,113.341176470588,1.70364705882353,55,40,45,0,0
"Puente de Vallecas",2021-11-01,12,0.3,5.5,838,97,3.79381443298969,76.9120879120879,182.216494845361,262,114.020618556701,1.79711340206186,65,45,52,0,0
"Puente de Vallecas",2021-12-01,12,1.2,6.6,838,97,5.03092783505155,70.8131868131868,190.546391752577,243,113.927835051546,1.89835051546392,66,47,50,0,0
"Moratalaz",2021-01-01,10.8,0,0.4,838,4,5.75,105.333333333333,159,5,62.25,1.075,4,1,3,0,0
"Moratalaz",2021-02-01,10.8,-0.6,-0.1,838,4,5,91,108.25,4,52.5,0.9,4,2,2,0,0
"Moratalaz",2021-03-01,10.9,1,1.2,838,3,7,100.5,202.666666666667,4,62,1.08,3,1,2,0,0
"Moratalaz",2021-04-01,10.9,1.2,2,838,2,97,102,248,4,57,0.86,2,0,2,0,0
"Moratalaz",2021-05-01,11,0.5,2.4,838,2,2.5,60.5,189.5,2,73.5,1.33,2,1,1,0,0
"Moratalaz",2021-06-01,11.1,0.5,2.5,838,6,4.5,104.833333333333,104.333333333333,7,80.6666666666667,1.04666666666667,5,3,3,0,0
"Moratalaz",2021-07-01,11,-0.8,2.9,838,6,5.33333333333333,141.2,140,8,98.6666666666667,1.08666666666667,5,2,4,0,0
"Moratalaz",2021-08-01,10.8,0.5,3.3,838,11,4.63636363636364,116.444444444444,97.7272727272727,15,85.8181818181818,0.991818181818182,7,5,6,0,0
"Moratalaz",2021-09-01,10.8,0.8,4,838,11,4.09090909090909,97.9090909090909,127.909090909091,19,87.0909090909091,1.09363636363636,8,6,5,0,0
"Moratalaz",2021-10-01,10.9,1.8,5.4,838,17,14.9411764705882,76.1875,178.352941176471,33,75.0588235294118,1.12294117647059,13,9,8,0,0
"Moratalaz",2021-11-01,11.1,0.3,5.5,838,16,4.8125,72.6875,182.5625,30,77.8125,1.19,13,9,7,0,0
"Moratalaz",2021-12-01,11.1,1.2,6.6,838,15,4.2,81,218.6,37,92.5333333333333,1.43866666666667,11,7,8,0,0
"Ciudad Lineal",2021-01-01,12.9,0,0.4,838,21,5.90476190476191,93.7368421052632,133.809523809524,30,155.190476190476,2.43285714285714,18,5,16,0,0
"Ciudad Lineal",2021-02-01,12.7,-0.6,-0.1,838,21,2.0952380952381,97,124.095238095238,36,161.047619047619,2.49047619047619,20,5,16,0,0
"Ciudad Lineal",2021-03-01,12.7,1,1.2,838,21,1.71428571428571,109.176470588235,118.047619047619,39,165.142857142857,2.3947619047619,16,7,13,1,0
"Ciudad Lineal",2021-04-01,12.7,1.2,2,838,19,6.68421052631579,99.5294117647059,115.315789473684,31,112.105263157895,1.87631578947368,16,7,12,0,0
"Ciudad Lineal",2021-05-01,12.7,0.5,2.4,838,32,2.3125,99.6666666666667,121.71875,56,136.53125,1.91875,27,12,20,0,0
"Ciudad Lineal",2021-06-01,12.7,0.5,2.5,838,38,2.15789473684211,97.1764705882353,123.763157894737,59,136.236842105263,1.93605263157895,32,13,25,0,0
"Ciudad Lineal",2021-07-01,12.6,-0.8,2.9,838,44,6.81818181818182,92.3571428571429,145.818181818182,77,120.727272727273,1.7425,34,15,29,0,0
"Ciudad Lineal",2021-08-01,12.8,0.5,3.3,838,51,4.49019607843137,103.979166666667,161.705882352941,110,140.843137254902,2.10117647058824,43,18,32,1,0
"Ciudad Lineal",2021-09-01,12.8,0.8,4,838,68,2.97058823529412,92.4761904761905,137.764705882353,140,127.044117647059,1.92735294117647,54,28,39,1,0
"Ciudad Lineal",2021-10-01,12.8,1.8,5.4,838,78,4.43589743589744,83.1506849315068,176.038461538462,216,122.5,1.85346153846154,66,36,41,1,0
"Ciudad Lineal",2021-11-01,12.9,0.3,5.5,838,83,3.85542168674699,82.3544303797468,178.927710843373,234,122.240963855422,1.88867469879518,70,37,45,1,0
"Ciudad Lineal",2021-12-01,13,1.2,6.6,838,89,4.35955056179775,77.9418604651163,190.505617977528,223,113.292134831461,1.81202247191011,73,40,48,1,0
"Hortaleza",2021-01-01,12.3,0,0.4,838,22,5.86363636363636,96.7333333333333,81.5454545454545,37,108.5,1.61409090909091,18,5,17,0,0
"Hortaleza",2021-02-01,12.3,-0.6,-0.1,838,19,2,91.75,121.473684210526,36,160.473684210526,2.19842105263158,14,7,10,2,0
"Hortaleza",2021-03-01,12.5,1,1.2,838,20,3,130.733333333333,147.4,41,149.3,2.1425,17,6,12,2,0
"Hortaleza",2021-04-01,12.5,1.2,2,838,27,2.7037037037037,82.2222222222222,146.111111111111,54,134.148148148148,1.86481481481481,21,8,17,2,0
"Hortaleza",2021-05-01,12.5,0.5,2.4,838,38,5.05263157894737,121.730769230769,117.447368421053,86,106.394736842105,1.54131578947368,30,11,25,2,0
"Hortaleza",2021-06-01,12.6,0.5,2.5,838,39,4.69230769230769,110.25,144.769230769231,91,115.948717948718,1.68846153846154,32,12,25,2,0
"Hortaleza",2021-07-01,12.5,-0.8,2.9,838,49,5,122.676470588235,117.510204081633,110,95.9183673469388,1.54857142857143,31,16,31,2,0
"Hortaleza",2021-08-01,12.4,0.5,3.3,838,52,3.46153846153846,112.428571428571,128.942307692308,126,101.596153846154,1.67942307692308,35,14,36,2,0
"Hortaleza",2021-09-01,12.5,0.8,4,838,66,3.78787878787879,95.7321428571429,144.045454545455,173,106.121212121212,1.82409090909091,44,26,38,2,0
"Hortaleza",2021-10-01,12.5,1.8,5.4,838,83,3.39759036144578,107.790322580645,130.566265060241,249,95.421686746988,1.62457831325301,54,33,48,2,0
"Hortaleza",2021-11-01,12.6,0.3,5.5,838,73,2.97260273972603,103.625,131.342465753425,207,110.219178082192,1.81520547945205,47,26,45,2,0
"Hortaleza",2021-12-01,12.6,1.2,6.6,838,83,3.68674698795181,95.1969696969697,130.807228915663,222,104.831325301205,1.76228915662651,55,30,51,2,0
"Villaverde",2021-01-01,10.5,0,0.4,838,5,12.6,78,92.4,6,59.6,0.77,4,1,4,0,0
"Villaverde",2021-02-01,10.3,-0.6,-0.1,838,6,7.5,85.75,82.1666666666667,7,51,0.721666666666667,4,1,5,0,0
"Villaverde",2021-03-01,10.3,1,1.2,838,4,8.25,94.3333333333333,58,4,44.5,0.6425,3,0,4,0,0
"Villaverde",2021-04-01,10.5,1.2,2,838,2,11.5,86,82,3,64.5,0.89,2,0,2,0,0
"Villaverde",2021-05-01,10.5,0.5,2.4,838,1,7,98,61,1,22,0.33,1,0,1,0,0
"Villaverde",2021-06-01,10.4,0.5,2.5,838,6,7.5,76,110.166666666667,12,50,0.833333333333333,3,1,5,0,0
"Villaverde",2021-07-01,10.5,-0.8,2.9,838,8,3,74,124.375,17,51.875,0.915,5,2,6,0,0
"Villaverde",2021-08-01,10.6,0.5,3.3,838,7,6.85714285714286,72,125.428571428571,13,92.2857142857143,1.75,6,2,5,0,0
"Villaverde",2021-09-01,10.6,0.8,4,838,15,2.93333333333333,63.9090909090909,99.2,26,72,1.27133333333333,9,5,10,0,0
"Villaverde",2021-10-01,10.9,1.8,5.4,838,17,2.64705882352941,60.6363636363636,74.1764705882353,29,65.8823529411765,1.04529411764706,14,10,7,0,0
"Villaverde",2021-11-01,10.9,0.3,5.5,838,18,2.72222222222222,62.5384615384615,90.7777777777778,45,64.5555555555556,1.20555555555556,12,8,10,0,0
"Villaverde",2021-12-01,10.9,1.2,6.6,838,24,4.875,68,105.125,50,73.1666666666667,1.21625,19,11,13,0,0
"Villa de Vallecas",2021-01-01,11.2,0,0.4,838,3,2.33333333333333,76.6666666666667,173.333333333333,7,157.666666666667,2.44333333333333,3,1,2,0,0
"Villa de Vallecas",2021-02-01,11.1,-0.6,-0.1,838,2,1,17,172,4,150,2.31,2,2,0,0,0
"Villa de Vallecas",2021-03-01,11.2,1,1.2,838,2,3,61.5,333,3,174.5,2.645,2,1,1,0,0
"Villa de Vallecas",2021-04-01,11.2,1.2,2,838,4,2,76.6666666666667,130,8,127.75,2.06,4,2,2,0,0
"Villa de Vallecas",2021-05-01,11,0.5,2.4,838,1,1,17,344,3,288,4.35,1,1,0,0,0
"Villa de Vallecas",2021-06-01,11.1,0.5,2.5,838,5,2.6,90.8,212,13,137.2,1.874,5,2,3,0,0
"Villa de Vallecas",2021-07-01,11.2,-0.8,2.9,838,5,1.8,55.6,241.2,14,209.6,2.754,5,2,3,0,0
"Villa de Vallecas",2021-08-01,11.1,0.5,3.3,838,6,2.66666666666667,83,223.5,15,150.5,1.98666666666667,6,1,5,0,0
"Villa de Vallecas",2021-09-01,11.2,0.8,4,838,8,2.125,83.75,245.25,22,164.625,2.485,7,2,6,0,0
"Villa de Vallecas",2021-10-01,11.2,1.8,5.4,838,9,2.22222222222222,72.375,221.222222222222,21,136.666666666667,2.17222222222222,9,4,5,0,0
"Villa de Vallecas",2021-11-01,11.2,0.3,5.5,838,10,1.9,73.8,294.2,23,142.2,2.274,8,4,6,0,0
"Villa de Vallecas",2021-12-01,11.3,1.2,6.6,838,11,2,85.4545454545455,229.909090909091,29,162.545454545455,2.48818181818182,10,3,8,0,0
"Vicálvaro",2021-01-01,10.4,0,0.4,838,2,2.5,84.5,228.5,6,315.5,4.01,2,0,2,0,0
"Vicálvaro",2021-02-01,10.2,-0.6,-0.1,838,2,2.5,84.5,228.5,4,315.5,4.01,2,0,2,0,0
"Vicálvaro",2021-03-01,10.3,1,1.2,838,4,2.25,101.333333333333,125.5,10,192.25,2.545,4,1,3,0,0
"Vicálvaro",2021-04-01,10.3,1.2,2,838,4,2.25,101.333333333333,125.5,10,192.25,2.545,4,1,3,0,0
"Vicálvaro",2021-05-01,10.2,0.5,2.4,838,4,2.25,101.333333333333,125.5,10,192.25,2.545,4,1,3,0,0
"Vicálvaro",2021-06-01,10.2,0.5,2.5,838,3,2.66666666666667,101.333333333333,167.333333333333,10,253.333333333333,3.32333333333333,3,0,3,0,0
"Vicálvaro",2021-07-01,10.3,-0.8,2.9,838,3,2.66666666666667,101.333333333333,167.333333333333,6,253.333333333333,3.32333333333333,3,0,3,0,0
"Vicálvaro",2021-08-01,10.4,0.5,3.3,838,3,2.66666666666667,101.333333333333,167.333333333333,8,253.333333333333,3.32333333333333,3,0,3,0,0
"Vicálvaro",2021-09-01,10.4,0.8,4,838,3,2.33333333333333,105.5,122,7,163,1.98333333333333,3,1,2,0,0
"Vicálvaro",2021-10-01,10.4,1.8,5.4,838,5,3,76.6,185.6,10,168.4,2.452,5,2,3,0,0
"Vicálvaro",2021-11-01,10.3,0.3,5.5,838,5,3,76.6,185.6,16,168.4,2.452,5,2,3,0,0
"Vicálvaro",2021-12-01,10.5,1.2,6.6,838,5,8.2,68.6,208,10,154.8,2.434,5,2,3,0,0
"Barajas",2021-01-01,11.4,0,0.4,838,16,1.25,92,162.6875,40,327,4.345625,13,7,8,0,1
"Barajas",2021-02-01,11.3,-0.6,-0.1,838,13,1.07692307692308,97.2307692307692,168.615384615385,41,356.923076923077,4.95461538461538,11,7,6,0,0
"Barajas",2021-03-01,11.3,1,1.2,838,15,1.13333333333333,87.6,169.4,38,416.733333333333,5.17466666666667,13,8,7,0,0
"Barajas",2021-04-01,11.5,1.2,2,838,14,1.42857142857143,111,152.857142857143,45,371.857142857143,4.68857142857143,12,6,8,0,0
"Barajas",2021-05-01,11.4,0.5,2.4,838,18,1.05555555555556,83.4117647058823,169.944444444444,49,379.111111111111,4.705,13,10,7,0,1
"Barajas",2021-06-01,11.4,0.5,2.5,838,21,1.28571428571429,102.85,142.047619047619,60,331.095238095238,4.17095238095238,17,10,10,0,1
"Barajas",2021-07-01,11.3,-0.8,2.9,838,19,1.26315789473684,98.0526315789474,179.105263157895,77,330.421052631579,4.34421052631579,15,11,8,0,0
"Barajas",2021-08-01,11.5,0.5,3.3,838,17,1.23529411764706,93.8823529411765,163.882352941176,65,371.352941176471,4.78176470588235,14,9,8,0,0
"Barajas",2021-09-01,11.5,0.8,4,838,22,1.22727272727273,98.1904761904762,146.363636363636,97,321.318181818182,4.05590909090909,18,13,9,0,0
"Barajas",2021-10-01,11.4,1.8,5.4,838,25,1.28,92.4583333333333,153.52,126,299.2,3.7968,18,15,9,0,1
"Barajas",2021-11-01,11.6,0.3,5.5,838,26,1.34615384615385,89.96,155.653846153846,126,297.038461538462,3.94961538461538,19,16,10,0,0
"Barajas",2021-12-01,11.6,1.2,6.6,838,25,1.4,88.5416666666667,158.32,106,314.8,4.082,19,13,11,0,1
"Centro",2022-01-01,17.9,-0.4,6.2,853,2234,3.88675022381379,153.461244019139,169.789615040286,6914,201.965532676813,2.79452999104745,1104,266,1944,14,10
"Centro",2022-02-01,18.3,0.8,7.6,853,2168,3.19142066420664,148.816396661757,172.668357933579,6938,203.864852398524,2.89573800738007,1087,279,1866,9,14
"Centro",2022-03-01,18.5,3,9.8,853,2429,3.34787978592013,153.306607929515,169.12515438452,9122,196.93742280774,2.83592836558254,1199,320,2082,13,14
"Centro",2022-04-01,18.4,-0.2,8.3,853,2640,3.43939393939394,151.644226846185,167.032575757576,10133,187.264015151515,2.75429166666667,1313,358,2247,12,23
"Centro",2022-05-01,18.5,0.8,8.5,853,2852,3.59747545582048,153.985310734463,169.712482468443,12039,182.849929873773,2.72791725105189,1397,380,2436,12,24
"Centro",2022-06-01,18.5,1.9,10,853,2979,3.50755287009063,153.060562364816,170.549513259483,11815,179.144679422625,2.71763679086942,1441,406,2535,14,24
"Centro",2022-07-01,18.5,-0.3,10.7,853,3124,4.24871959026889,153.456030587417,167.465108834827,11084,173.637323943662,2.66579705505762,1517,436,2645,17,26
"Centro",2022-08-01,18.9,0.3,10.5,853,2780,4.28525179856115,155.001550387597,167.603956834532,9661,182.996762589928,2.84977697841727,1317,344,2407,13,16
"Centro",2022-09-01,19.2,-0.7,9,853,3251,3.75299907720701,151.826029216467,167.426022762227,12392,172.099661642572,2.74235312211627,1561,473,2739,10,29
"Centro",2022-10-01,19.4,0.3,7.3,853,3356,3.56883194278903,151.257289330343,169.921334922527,13746,168.834922526818,2.72577771156138,1615,490,2819,8,39
"Centro",2022-11-01,20,-0.1,6.7,853,3236,3.47496909765142,150.013612217795,167.752781211372,11879,171.746909765142,2.80064894932015,1601,465,2734,7,30
"Centro",2022-12-01,20.3,0.2,5.5,853,3107,3.41486964917927,149.071972318339,166.881879626649,9692,176.002252977148,2.90391374316061,1541,427,2658,6,16
"Arganzuela",2022-01-01,14.7,-0.4,6.2,853,180,3.34444444444444,153.697530864198,179.55,535,192.516666666667,2.69944444444444,129,51,129,0,0
"Arganzuela",2022-02-01,15,0.8,7.6,853,173,3.52023121387283,156.394904458599,177.317919075145,551,199.739884393064,2.84,124,50,123,0,0
"Arganzuela",2022-03-01,15.1,3,9.8,853,200,3.87,151.142045454545,164.905,716,181.755,2.6398,141,54,146,0,0
"Arganzuela",2022-04-01,15.3,-0.2,8.3,853,217,3.84331797235023,107.801020408163,166.170506912442,773,178.640552995392,2.60645161290323,148,58,159,0,0
"Arganzuela",2022-05-01,15.2,0.8,8.5,853,235,4.08936170212766,144.825471698113,162.051063829787,958,173.004255319149,2.60127659574468,170,64,171,0,0
"Arganzuela",2022-06-01,15.3,1.9,10,853,241,4.60580912863071,141.433179723502,157.771784232365,927,172.03734439834,2.60966804979253,175,66,175,0,0
"Arganzuela",2022-07-01,15.3,-0.3,10.7,853,262,4.50763358778626,104.659574468085,164,875,162.820610687023,2.56080152671756,190,75,187,0,0
"Arganzuela",2022-08-01,15.7,0.3,10.5,853,192,3.88541666666667,113.309941520468,162.151041666667,706,185.869791666667,3.00359375,140,38,154,0,0
"Arganzuela",2022-09-01,15.7,-0.7,9,853,260,3.87692307692308,136.970588235294,163.280769230769,991,164.773076923077,2.84653846153846,184,74,186,0,0
"Arganzuela",2022-10-01,15.8,0.3,7.3,853,287,3.198606271777,136.743396226415,164.710801393728,1224,158.95818815331,2.74616724738676,212,82,205,0,0
"Arganzuela",2022-11-01,16.1,-0.1,6.7,853,276,3.51811594202899,138.090196078431,171.300724637681,1064,159.894927536232,2.82815217391304,200,84,192,0,0
"Arganzuela",2022-12-01,16.1,0.2,5.5,853,281,3.04626334519573,139.83984375,174.174377224199,878,159.925266903915,2.86523131672598,194,77,204,0,0
"Retiro",2022-01-01,15.2,-0.4,6.2,853,120,9.99166666666667,124.269230769231,145.158333333333,285,150.366666666667,2.16833333333333,93,29,91,0,0
"Retiro",2022-02-01,15.3,0.8,7.6,853,107,8.38317757009346,126.168421052632,152.831775700935,289,163.18691588785,2.46616822429907,82,24,83,0,0
"Retiro",2022-03-01,15.8,3,9.8,853,134,4.73880597014925,117.27731092437,157.171641791045,430,151.208955223881,2.28582089552239,104,36,98,0,0
"Retiro",2022-04-01,15.9,-0.2,8.3,853,148,5.76351351351351,121.592592592593,164.256756756757,467,146.72972972973,2.24682432432432,117,37,111,0,0
"Retiro",2022-05-01,16,0.8,8.5,853,151,6.84105960264901,118.340579710145,161.205298013245,544,147.278145695364,2.28801324503311,116,41,110,0,0
"Retiro",2022-06-01,16,1.9,10,853,157,4.78343949044586,113.737931034483,163.127388535032,519,146.28025477707,2.34636942675159,120,50,107,0,0
"Retiro",2022-07-01,16,-0.3,10.7,853,170,7.48235294117647,119.513157894737,160.152941176471,554,134.176470588235,2.21511764705882,126,46,124,0,0
"Retiro",2022-08-01,16.3,0.3,10.5,853,142,6.24647887323944,125.656488549618,161.197183098592,409,142.246478873239,2.39570422535211,103,34,108,0,0
"Retiro",2022-09-01,16.4,-0.7,9,853,176,4.82954545454545,117.775757575758,163.318181818182,581,138.301136363636,2.36568181818182,129,52,124,0,0
"Retiro",2022-10-01,16.9,0.3,7.3,853,189,6.31746031746032,118.662790697674,171.164021164021,691,130.597883597884,2.3073544973545,137,62,127,0,0
"Retiro",2022-11-01,17.3,-0.1,6.7,853,194,6.18556701030928,120.361581920904,168.30412371134,652,129.211340206186,2.3359793814433,146,62,132,0,0
"Retiro",2022-12-01,17.2,0.2,5.5,853,184,4.44021739130435,118.360946745562,170.195652173913,549,138.054347826087,2.52891304347826,139,59,125,0,0
"Salamanca",2022-01-01,17.6,-0.4,6.2,853,196,4.15816326530612,176.421348314607,154.408163265306,435,119.948979591837,1.90632653061224,141,29,165,2,0
"Salamanca",2022-02-01,18.2,0.8,7.6,853,183,3.77049180327869,183.946107784431,153.327868852459,418,125.213114754098,1.97049180327869,135,25,157,1,0
"Salamanca",2022-03-01,18.3,3,9.8,853,223,3.51121076233184,188.253658536585,155.022421524664,593,115.538116591928,1.86439461883408,160,36,185,2,0
"Salamanca",2022-04-01,18.5,-0.2,8.3,853,252,4.0515873015873,186.714893617021,162.694444444444,684,110.134920634921,1.83289682539683,175,34,217,1,0
"Salamanca",2022-05-01,18.5,0.8,8.5,853,256,3.62109375,179.753191489362,155.625,769,115.640625,2.041640625,182,40,215,1,0
"Salamanca",2022-06-01,18.9,1.9,10,853,268,3.42537313432836,180.309236947791,160.164179104478,803,115.436567164179,2.14902985074627,183,34,232,2,0
"Salamanca",2022-07-01,18.9,-0.3,10.7,853,302,4.05298013245033,180.563636363636,151.152317880795,880,108.980132450331,2.05834437086093,206,40,261,1,0
"Salamanca",2022-08-01,19.4,0.3,10.5,853,246,4.3780487804878,186.352941176471,153.906504065041,611,119.475609756098,2.31947154471545,155,29,215,2,0
"Salamanca",2022-09-01,20,-0.7,9,853,311,3.20578778135048,188.287197231834,157.868167202572,893,106.270096463023,2.12565916398714,202,37,272,2,0
"Salamanca",2022-10-01,20,0.3,7.3,853,335,4.30746268656716,174.594855305466,151.531343283582,1107,105.029850746269,2.10307462686567,220,47,287,0,1
"Salamanca",2022-11-01,19.8,-0.1,6.7,853,326,6.6840490797546,175.97385620915,158.506134969325,980,104.907975460123,2.15567484662577,221,47,278,1,0
"Salamanca",2022-12-01,20,0.2,5.5,853,313,6.78913738019169,175.85910652921,153.156549520767,794,105.638977635783,2.235303514377,203,35,277,1,0
"Chamartín",2022-01-01,15.3,-0.4,6.2,853,49,5.20408163265306,112.390243902439,153.612244897959,120,129.714285714286,1.80224489795918,37,6,42,1,0
"Chamartín",2022-02-01,15.6,0.8,7.6,853,58,4.1551724137931,121.95652173913,155.103448275862,131,118.758620689655,1.61810344827586,51,7,51,0,0
"Chamartín",2022-03-01,16,3,9.8,853,77,5.50649350649351,107.279411764706,152.363636363636,171,101.818181818182,1.45766233766234,64,15,62,0,0
"Chamartín",2022-04-01,16.1,-0.2,8.3,853,80,5.1875,108.861111111111,170.425,191,99.45,1.492625,70,12,67,1,0
"Chamartín",2022-05-01,16.2,0.8,8.5,853,85,4.96470588235294,111.618421052632,166.447058823529,245,101.941176470588,1.57470588235294,71,12,73,0,0
"Chamartín",2022-06-01,16.2,1.9,10,853,89,8.35955056179775,107.486111111111,168.494382022472,221,94.7415730337079,1.46561797752809,72,19,70,0,0
"Chamartín",2022-07-01,16.2,-0.3,10.7,853,102,5.16666666666667,108.211111111111,184.127450980392,224,90.4019607843137,1.4593137254902,79,19,83,0,0
"Chamartín",2022-08-01,16.7,0.3,10.5,853,60,5.9,108.452830188679,165.95,106,108.833333333333,1.6415,51,12,48,0,0
"Chamartín",2022-09-01,16.7,-0.7,9,853,101,5.36633663366337,107.1,187.613861386139,248,95.6732673267327,1.70821782178218,83,24,76,1,0
"Chamartín",2022-10-01,16.7,0.3,7.3,853,110,5.62727272727273,117.480392156863,197.472727272727,346,93.2181818181818,1.71854545454545,94,26,84,0,0
"Chamartín",2022-11-01,16.7,-0.1,6.7,853,121,5.2396694214876,109.733333333333,182.495867768595,326,86.3801652892562,1.75173553719008,98,26,94,1,0
"Chamartín",2022-12-01,16.8,0.2,5.5,853,102,5.36274509803922,110.054347826087,200.745098039216,239,92.343137254902,1.96509803921569,85,22,80,0,0
"Tetuán",2022-01-01,15.3,-0.4,6.2,853,117,3.44444444444444,101.884615384615,156.333333333333,353,142.205128205128,2.46521367521368,76,24,80,0,13
"Tetuán",2022-02-01,15.4,0.8,7.6,853,119,2.47899159663866,95.188679245283,155.705882352941,350,148.436974789916,2.76756302521008,79,29,74,0,16
"Tetuán",2022-03-01,15.4,3,9.8,853,142,2.77464788732394,100.039682539683,149.485915492958,523,134,2.50429577464789,97,34,93,0,15
"Tetuán",2022-04-01,15.5,-0.2,8.3,853,164,2.56707317073171,104.551724137931,151.213414634146,537,125.225609756098,2.3269512195122,110,40,109,0,15
"Tetuán",2022-05-01,15.5,0.8,8.5,853,178,2.93820224719101,101.254777070064,157.769662921348,638,123.876404494382,2.31988764044944,120,48,118,0,12
"Tetuán",2022-06-01,15.7,1.9,10,853,191,3.47643979057592,105.310975609756,155.502617801047,606,115.298429319372,2.24926701570681,130,53,127,0,11
"Tetuán",2022-07-01,15.7,-0.3,10.7,853,219,3.38356164383562,156.010309278351,169.799086757991,596,112.155251141553,2.19712328767123,140,59,147,0,13
"Tetuán",2022-08-01,16,0.3,10.5,853,167,3.03592814371257,112.061643835616,151.119760479042,522,127.676646706587,2.49994011976048,106,34,124,0,9
"Tetuán",2022-09-01,16.3,-0.7,9,853,207,3.60869565217391,106.163043478261,155.966183574879,677,115.086956521739,2.31777777777778,144,49,145,0,13
"Tetuán",2022-10-01,16.3,0.3,7.3,853,236,2.83898305084746,100.065420560748,163.911016949153,777,103.050847457627,2.14025423728814,156,59,163,0,14
"Tetuán",2022-11-01,16.5,-0.1,6.7,853,212,2.75,102.640625,167.504716981132,703,111.622641509434,2.33339622641509,140,50,153,0,9
"Tetuán",2022-12-01,16.6,0.2,5.5,853,221,3.23981900452489,104.145077720207,161.190045248869,624,108.529411764706,2.33266968325792,141,53,157,0,11
"Chamberí",2022-01-01,17.2,-0.4,6.2,853,173,6.69942196531792,124.573170731707,193.491329479769,418,113.601156069364,1.90456647398844,113,42,131,0,0
"Chamberí",2022-02-01,17.1,0.8,7.6,853,159,8.10062893081761,116.309210526316,188.289308176101,449,115.40251572327,2.00503144654088,112,46,111,2,0
"Chamberí",2022-03-01,17.3,3,9.8,853,191,7.22513089005236,123.277777777778,186.465968586387,563,110.722513089005,1.98277486910995,129,54,137,0,0
"Chamberí",2022-04-01,17.6,-0.2,8.3,853,223,6.56502242152466,122.33023255814,178.165919282511,642,106.47533632287,1.9652466367713,149,64,158,1,0
"Chamberí",2022-05-01,17.8,0.8,8.5,853,239,6.15481171548117,129.114537444934,185.1589958159,743,105.046025104603,1.92096234309623,161,65,173,1,0
"Chamberí",2022-06-01,18,1.9,10,853,237,7,135.738738738739,173.974683544304,716,104.168776371308,1.91616033755274,166,56,180,1,0
"Chamberí",2022-07-01,18,-0.3,10.7,853,273,7.75457875457875,121.96837944664,177.369963369963,749,98.0549450549451,1.81919413919414,169,84,189,0,0
"Chamberí",2022-08-01,18,0.3,10.5,853,218,6.98165137614679,131.63184079602,174.316513761468,570,105.504587155963,1.99779816513761,130,51,165,2,0
"Chamberí",2022-09-01,18.3,-0.7,9,853,249,5.34538152610442,136.25641025641,187.180722891566,699,103.088353413655,2.01670682730924,151,59,189,1,0
"Chamberí",2022-10-01,18.7,0.3,7.3,853,279,5.39784946236559,129.801526717557,181.032258064516,867,98.0322580645161,1.92709677419355,178,77,201,1,0
"Chamberí",2022-11-01,19,-0.1,6.7,853,254,5.4488188976378,132.527426160338,175.531496062992,686,102.169291338583,2.07185039370079,166,60,194,0,0
"Chamberí",2022-12-01,19.7,0.2,5.5,853,258,6.68992248062016,126.558823529412,169.12015503876,667,98.8333333333333,2.07852713178295,169,57,200,1,0
"Latina",2022-01-01,12,-0.4,6.2,853,47,3.23404255319149,69.5813953488372,135.255319148936,104,144.063829787234,2.02063829787234,40,21,26,0,0
"Latina",2022-02-01,12,0.8,7.6,853,63,3.87301587301587,73.6271186440678,129.412698412698,145,130.126984126984,1.78825396825397,49,28,35,0,0
"Latina",2022-03-01,12,3,9.8,853,71,3.35211267605634,70.1818181818182,145.394366197183,204,119.225352112676,1.7669014084507,59,36,35,0,0
"Latina",2022-04-01,12,-0.2,8.3,853,79,3.51898734177215,68.3108108108108,149.493670886076,217,115.227848101266,1.74506329113924,62,44,35,0,0
"Latina",2022-05-01,12.3,0.8,8.5,853,91,3.16483516483516,67,152.505494505495,309,110.846153846154,1.74252747252747,71,53,38,0,0
